ledger_status	description	in_service_year	accum_quantity	accum_cost	company_id	gl_account_id	func_class_id	retirement_unit_id	bus_segment_id	utility_account_id	sub_account_id	asset_location_id	subledger_indicator	asset_id	depr_group_id	property_unit_id	asset_acct_meth_id	retire_method_id	long_description	property_group_id	unit_of_measure_id	compute_0023	major_location_id	line_number_id	books_schema_id	long_description	long_description	work_order_number	eng_in_service_year	serial_number	func_symbol	local_symbol	local_cost	related_asset	related_equip	second_financial_cost
1	Bag Tank (pump equip) - ADCOCK	5/1/2015 00:00:00	1	552.8	4	101010	4	270	1	3240	3240	21221594	99	24987963	21214945	270	1	1	Bag Tank (pump equip) - ADCOCK, (1) 86 gal	12	1	2015	21212678		1	PUMPING EQUIPMENT [270]	03658 - Adcock	00101663	4/30/2015 00:00:00		USD	N/A	0			552.8
1	Bag Tank (pump equip) - FW2	5/1/2015 00:00:00	1	824.83	4	101010	4	270	1	3240	3240	21221610	99	24987982	21214945	270	1	1	Bag Tank (pump equip) - Fragaria #2, (1) 119 gal	12	1	2015	21212678		1	PUMPING EQUIPMENT [270]	04614 - Fragaria Woods #2	00101664	4/30/2015 00:00:00		USD	N/A	0			824.83
1	Bag Tanks (pump equip) - GRAW	5/1/2015 00:00:00	1	1852.81	4	101010	4	270	1	3240	3240	21221696	99	24987944	21214945	270	1	1	Bag Tanks (pump equip) - McGraw, (3) WX255 81 gal	12	1	2015	21212678		1	PUMPING EQUIPMENT [270]	01621 - McGraw	00101662	4/30/2015 00:00:00		USD	N/A	0			1852.81
1	5hp Booster Pump & Motor - LEE	10/1/2018 00:00:00	0	0	4	149310	4	270	1	3240	3240	21221886	99	30751980	29742346	270	1	1	Berkeley 5hp Booster Pump & Motor (#2) - LEE Booster Stn	12	1	2018	21212684		1	PUMPING EQUIPMENT [270]	46658 - Lee	00118545	8/15/2018 00:00:00		USD	N/A	0	yes		27.85
1	5hp Booster Pump & Motor - LEE	10/1/2018 00:00:00	1	3583.26	4	101010	4	270	1	3240	3240	21221886	99	30751963	21214945	270	1	1	Berkeley 5hp Booster Pump & Motor (#2) - LEE Booster Stn	12	1	2018	21212684		1	PUMPING EQUIPMENT [270]	46658 - Lee	00118545	8/15/2018 00:00:00		USD	N/A	0	yes		3583.26
1	Pump & Motor - K, Hai Yatch S02	7/1/2018 00:00:00	0	0	4	149310	4	270	1	3240	3240	21221546	99	30465688	29742346	270	1	1	Berkeley B1.5 3hp Centrifugal Pump & Motor- Kopachuck, Hai Yatch S02	12	1	2018	21212678		1	PUMPING EQUIPMENT [270]	43065 - Kopachuck	00117942	6/12/2018 00:00:00		USD	N/A	0	yes		37.67
1	Pump & Motor - K, Hai Yatch S02	7/1/2018 00:00:00	1	3891.54	4	101010	4	270	1	3240	3240	21221546	99	30465671	21214945	270	1	1	Berkeley B1.5 3hp Centrifugal Pump & Motor- Kopachuck, Hai Yatch S02	12	1	2018	21212678		1	PUMPING EQUIPMENT [270]	43065 - Kopachuck	00117942	6/12/2018 00:00:00		USD	N/A	0	yes		3891.54
1	3hp Booster Pump - AH	7/1/2018 00:00:00	0	0	4	149310	4	270	1	3240	3240	21221824	99	30465542	29742346	270	1	1	Berkeley B1.5 3hp Pump & Motor - Alpine Hills, 6026 N.Hill Lp	12	1	2018	21212680		1	PUMPING EQUIPMENT [270]	01826 - Alpine Hills	00111842	5/16/2018 00:00:00		USD	N/A	0	yes		32.27
1	3hp Booster Pump - AH	7/1/2018 00:00:00	1	3417.35	4	101010	4	270	1	3240	3240	21221824	99	30465525	21214945	270	1	1	Berkeley B1.5 3hp Pump & Motor - Alpine Hills, 6026 N.Hill Lp	12	1	2018	21212680		1	PUMPING EQUIPMENT [270]	01826 - Alpine Hills	00111842	5/16/2018 00:00:00		USD	N/A	0	yes		3417.35
1	Booste Pump&Motor - HR, Mullen Rd	5/1/2018 00:00:00	1	3793.66	4	101010	4	270	1	3240	3240	21221808	99	30292130	21214945	270	1	1	Berkeley B1-1/2 Pump & 3hp Motor - Holiday Ranchettes, Mullen Rd	12	1	2018	21212680		1	PUMPING EQUIPMENT [270]	33677 - Holiday Ranchettes	00117924	4/9/2018 00:00:00		USD	N/A	0	yes		3793.66
1	Booste Pump&Motor - HR, Mullen Rd	5/1/2018 00:00:00	0	0	4	149310	4	270	1	3240	3240	21221808	99	30292147	29742346	270	1	1	Berkeley B1-1/2 Pump & 3hp Motor - Holiday Ranchettes, Mullen Rd	12	1	2018	21212680		1	PUMPING EQUIPMENT [270]	33677 - Holiday Ranchettes	00117924	4/9/2018 00:00:00		USD	N/A	0	yes		46.12
1	Berkeley 5hp Booster Pump, HR	9/1/2017 00:00:00	1	13384	4	101010	4	270	1	3240	3240	21221808	99	28735675	21214945	270	1	1	Berkeley B54498 B1 1/2 TPLS 5hp Booster Pump & Motor, Holiday Ranchettes BPS	12	1	2017	21212680		1	PUMPING EQUIPMENT [270]	33677 - Holiday Ranchettes	00112199	7/31/2017 00:00:00		USD	N/A	0			13384
1	Pump & Motor - HDZR, Pmp Stn S01	5/1/2018 00:00:00	1	5479.99	4	101010	4	270	1	3240	3240	21221536	99	30291866	21214945	270	1	1	Berkely B1WPS 5hp Pump & Motor - Hintzville Acres, S01	12	1	2018	21212678		1	PUMPING EQUIPMENT [270]	10440 - Hintzville Acres	00117728	1/31/2018 00:00:00		USD	N/A	0	yes		5479.99
1	Pump & Motor - HDZR, Pmp Stn S01	5/1/2018 00:00:00	0	0	4	149310	4	270	1	3240	3240	21221536	99	30291883	29742346	270	1	1	Berkely B1WPS 5hp Pump & Motor - Hintzville Acres, S01	12	1	2018	21212678		1	PUMPING EQUIPMENT [270]	10440 - Hintzville Acres	00117728	1/31/2018 00:00:00		USD	N/A	0	yes		43.79
1	Bladder Tank - BTRF2, S01	3/1/2016 00:00:00	1	531.93	4	101010	4	270	1	3240	3240	21221756	99	26311962	21214945	270	1	1	Bladder Tank - Butterfield #2, S01	12	1	2016	21212678		1	PUMPING EQUIPMENT [270]	01016 - Butterfield #2	00104899	2/29/2016 00:00:00		USD	N/A	0			531.93
1	Bladder Tank - BTRF3, S01	3/1/2016 00:00:00	1	483.52	4	101010	4	270	1	3240	3240	21221674	99	26311981	21214945	270	1	1	Bladder Tank - Butterfield #3, S01	12	1	2016	21212678		1	PUMPING EQUIPMENT [270]	01363 - Butterfield #3	00104900	2/29/2016 00:00:00		USD	N/A	0			483.52
1	Bladder tank - FW2	11/1/2014 00:00:00	1	545.35	4	101010	4	270	1	3240	3240	21221610	99	24279489	21214945	270	1	1	Bladder tank - Fragaria #2	12	1	2014	21212678		1	PUMPING EQUIPMENT [270]	04614 - Fragaria Woods #2	00099020	9/30/2014 00:00:00		USD	N/A	0			545.35
1	Bladder Tank - HDZR, S01	1/1/2016 00:00:00	1	549.39	4	101010	4	270	1	3240	3240	21221536	99	25711141	21214945	270	1	1	Bladder Tank - Hintzville Acres, S01 Griffiths Ln	12	1	2016	21212678		1	PUMPING EQUIPMENT [270]	10440 - Hintzville Acres	00104240	12/31/2015 00:00:00		USD	N/A	0			549.39
1	Bladder Tank - HOP3, SO1	6/1/2016 00:00:00	1	486.96	4	101010	4	270	1	3240	3240	21221614	99	26598312	21214945	270	1	1	Bladder Tank - Hopkins #3, SO1	12	1	2016	21212678		1	PUMPING EQUIPMENT [270]	AA498 - Hopkins #3	00105898	4/30/2016 00:00:00		USD	N/A	0			486.96
1	Bladder Tank - LSON	1/1/2016 00:00:00	1	705.88	4	101010	4	270	1	3240	3240	21221628	99	25711160	21214945	270	1	1	Bladder Tank - Laurison	12	1	2016	21212678		1	PUMPING EQUIPMENT [270]	01106 - Laurison	00104241	12/31/2015 00:00:00		USD	N/A	0			705.88
1	Bladder tank - MB @ Booster Stn	12/1/2014 00:00:00	1	544.98	4	101010	4	270	1	3240	3240	21221658	99	24400457	21214945	270	1	1	Bladder tank - Madrona Point @ Booster Station	12	1	2014	21212678		1	PUMPING EQUIPMENT [270]	50075 - Madrona Point	00100184	11/30/2014 00:00:00		USD	N/A	0			544.98
1	Bladder Tank - Mastro @ S01	6/1/2016 00:00:00	1	601.73	4	101010	4	270	1	3240	3240	21221708	99	26598388	21214945	270	1	1	Bladder Tank - Mastro @ S01	12	1	2016	21212678		1	PUMPING EQUIPMENT [270]	11695 - Mastro	00106097	5/31/2016 00:00:00		USD	N/A	0			601.73
1	Bladder Tank - PE @ S05	12/1/2014 00:00:00	1	438.09	4	101010	4	270	1	3240	3240	21221720	99	24400438	21214945	270	1	1	Bladder Tank - Point Evans @ S05	12	1	2014	21212678		1	PUMPING EQUIPMENT [270]	68065 - Point Evans	00100183	12/31/2014 00:00:00		USD	N/A	0			438.09
1	Bladder Tank - WIND @ S01	1/1/2016 00:00:00	1	1289.87	4	101010	4	270	1	3240	3240	21221558	99	25711042	21214945	270	1	1	Bladder Tank, WX-252 86 gal - Windrift @ S01	12	1	2016	21212678		1	PUMPING EQUIPMENT [270]	01023 - Winddrift Well	00103646	11/30/2015 00:00:00		USD	N/A	0			1289.87
1	Bladder Tank,81 gal- PT, Sidney Pk	10/1/2016 00:00:00	1	584.02	4	101010	4	270	1	3240	3240	21221604	99	27013169	21214945	270	1	1	Bladder Tank, WX255 81 gal - PT, Sidney Park	12	1	2016	21212678		1	PUMPING EQUIPMENT [270]	66215 - Parkview Terrace	00107658	9/30/2016 00:00:00		USD	N/A	0			584.02
1	Bladder tanks - FC both wellsites	1/1/2016 00:00:00	1	2226.95	4	101010	4	270	1	3240	3240	21221716	99	25711103	21214945	270	1	1	Bladder tanks - Four Corners, both well sites (2) 119gal, (1) 32gal	12	1	2016	21212678		1	PUMPING EQUIPMENT [270]	15296 - Four Corners	00103921	11/30/2015 00:00:00		USD	N/A	0			2226.95
1	BladderTnks- Long Lake ViewEst CIAC	11/1/2016 00:00:00	-1	-1384	4	265100	4	270	1	3240	3240	26842759	99	27115959	21215366	270	1	1	Bladder Tanks - Long Lake View Est, CIAC	12	1	2016	21212678		1	PUMPING EQUIPMENT [270]	48030 - Long lake view estates	00108538	9/30/2016 00:00:00	5PUMPS	USD	N/A	0	yes		-1384
1	BladderTnks- Long Lake ViewEst CIAC	11/1/2016 00:00:00	1	1384	4	101010	4	270	1	3240	3240	26842759	99	27115962	21214945	270	1	1	Bladder Tanks - Long Lake View Est, CIAC	12	1	2016	21212678		1	PUMPING EQUIPMENT [270]	48030 - Long lake view estates	00108538	9/30/2016 00:00:00		USD	N/A	0	yes		1384
1	Bladder Tanks - MILL	6/1/2014 00:00:00	1	1470.65	4	101010	4	270	1	3240	3240	21221736	99	22995604	21214945	270	1	1	Bladder Tanks - Malazzo	12	1	2014	21212678		1	PUMPING EQUIPMENT [270]	01784 - Malazzo	00096141	4/30/2014 00:00:00		USD	N/A	0			1470.65
1	Bladder tanks - SC, S12 Cresc Lk	1/1/2016 00:00:00	2	1282.7	4	101010	4	270	1	3240	3240	21221740	99	25711084	21214945	270	1	1	Bladder tanks - Sea Cliff S12 Crescent Lk well site (WX302 86gal)	12	1	2016	21212678		1	PUMPING EQUIPMENT [270]	76880 - Sea Cliff Estates	00103920	11/30/2015 00:00:00		USD	N/A	0			1282.7
1	Bladder Tanks - Southworth View	7/1/2015 00:00:00	1	1038.84	4	101010	4	270	1	3240	3240	21221612	99	25174713	21214945	270	1	1	Bladder Tanks - Southworth View (Qty 2, WX-203)	12	1	2015	21212678		1	PUMPING EQUIPMENT [270]	03687 - Southworth View Tracts	00102327	6/30/2015 00:00:00		USD	N/A	0			1038.84
1	Bladder Tanks (3) - RHT	6/1/2016 00:00:00	1	1428.53	4	101010	4	270	1	3240	3240	21221704	99	26598407	21214945	270	1	1	Bladder Tanks (3) - Robinhood Terrace S01	12	1	2016	21212678		1	PUMPING EQUIPMENT [270]	03625 - Robinhood Terrace	00106669	5/31/2016 00:00:00		USD	N/A	0			1428.53
1	Bollards at PT S07 well site	7/1/2018 00:00:00	0	0	4	149310	4	256	1	3210	3210	21221604	99	30465982	29742517	256	1	1	Bollards at Parkview Terrace S07 well site	21	1	2018	21212678		1	MISCELLANEOUS [256]	66215 - Parkview Terrace	00118226	5/18/2018 00:00:00		USD	N/A	0	yes		59.25
1	Bollards at PT S07 well site	7/1/2018 00:00:00	1	1084.72	4	101010	4	256	1	3210	3210	21221604	99	30465965	21214940	256	1	1	Bollards at Parkview Terrace S07 well site	21	1	2018	21212678		1	MISCELLANEOUS [256]	66215 - Parkview Terrace	00118226	5/18/2018 00:00:00		USD	N/A	0	yes		1084.72
1	BoosterPump & Motor - PR	10/1/2018 00:00:00	1	3640.28	4	101010	4	270	1	3240	3240	21221878	99	30752042	21214945	270	1	1	Booster #1 5hp Pump & Motor - Phelps Road S02	12	1	2018	21212684		1	PUMPING EQUIPMENT [270]	63210 - Phelps Road	00118841	8/7/2018 00:00:00	Model-B1WPS	USD	N/A	0	yes		3640.28
1	BoosterPump & Motor - PR	10/1/2018 00:00:00	0	0	4	149310	4	270	1	3240	3240	21221878	99	30752059	29742346	270	1	1	Booster #1 5hp Pump & Motor - Phelps Road S02	12	1	2018	21212684		1	PUMPING EQUIPMENT [270]	63210 - Phelps Road	00118841	8/7/2018 00:00:00	Model-B1WPS	USD	N/A	0	yes		54.56
1	Booster Motor, SC #2 Rich North	9/1/2015 00:00:00	1	977.57	4	101010	4	270	1	3240	3240	21221740	99	25345493	21214945	270	1	1	Booster Motor- Sea Cliff, Richmond North #2, 3hp Baldor model JML1406T	12	1	2015	21212678		1	PUMPING EQUIPMENT [270]	76880 - Sea Cliff Estates	00103012	8/31/2015 00:00:00		USD	N/A	0			977.57
1	Booster Pump - CHN	3/1/2016 00:00:00	1	1879.55	4	101010	4	270	1	3240	3240	21221840	99	26312000	21214945	270	1	1	Booster Pump - Cascade Highlands North, 3HP 230V Cent Berkely	12	1	2016	21212680		1	PUMPING EQUIPMENT [270]	55631 - Cascade Highlands North	00105021	2/29/2016 00:00:00		USD	N/A	0			1879.55
1	Booster Pump - HA, 2HP 230V Goulds	8/1/2015 00:00:00	1	1308.73	4	101010	4	270	1	3240	3240	21221742	99	25261066	21214945	270	1	1	Booster Pump - Homestead Acres, 2HP 230/1 Cent. S/N C1564315	12	1	2015	21212678		1	PUMPING EQUIPMENT [270]	33969 - Homestead Acres	00102801	7/31/2015 00:00:00		USD	N/A	0			1308.73
1	Booster Pump -LLW, BP &Trtmnt Site	3/1/2016 00:00:00	1	3195.67	4	101010	4	270	1	3240	3240	21221800	99	26312023	21214945	270	1	1	Booster Pump - Lake Lawrence well 4, Goulds 2HP 115/230/1, 1.5HP 5Stg end	12	1	2016	21212680		1	PUMPING EQUIPMENT [270]	22572 - Lake Lawrence	00105022	2/29/2016 00:00:00	F1504150522,H1509792	USD	N/A	0			3195.67
1	Pumps - MM @ Wauna Shores	12/1/2014 00:00:00	1	2211.66	4	101010	4	270	1	3240	3240	21221642	99	24400362	21214945	270	1	1	Booster pump - Minterbrook @ Wauna Shores	12	1	2014	21212678		1	PUMPING EQUIPMENT [270]	54740 - Minterbrook	00099910	11/30/2014 00:00:00		USD	N/A	0			2211.66
1	Booster Pump - PH @ Woodcrest	12/1/2016 00:00:00	1	1783.57	4	101010	4	270	1	3240	3240	21221624	99	27230767	21214945	270	1	1	Booster Pump - Peacock Hill @ Woodcrest, Berkeley 7.5 3hp B1-1/2TPMS	12	1	2016	21212678		1	PUMPING EQUIPMENT [270]	66637 - Peacock Hill	00108944	11/30/2016 00:00:00	S1322	USD	N/A	0			1783.57
1	Booster Pump - PE SO7 England site	7/1/2014 00:00:00	1	478.57	4	101010	4	270	1	3240	3240	21221720	99	23268310	21214945	270	1	1	Booster Pump - Point Evans SO7 England site	12	1	2014	21212678		1	PUMPING EQUIPMENT [270]	68065 - Point Evans	00096506	6/30/2014 00:00:00		USD	N/A	0			478.57
1	Booster Pump - Sea Cliff @ Spyglass	4/1/2015 00:00:00	1	1566.21	4	101010	4	270	1	3240	3240	21221740	99	24900536	21214945	270	1	1	Booster Pump - Sea Cliff @ Spyglass	12	1	2015	21212678		1	PUMPING EQUIPMENT [270]	76880 - Sea Cliff Estates	00101340	3/31/2015 00:00:00		USD	N/A	0			1566.21
1	Booster Pump - PE, SO7 motor	1/1/2015 00:00:00	1	1531.53	4	101010	4	270	1	3240	3240	21221720	99	24613829	21214945	270	1	1	Booster Pump #2 - PE, SO7 England (motor only)	12	1	2015	21212678		1	PUMPING EQUIPMENT [270]	68065 - Point Evans	00100422	12/31/2014 00:00:00		USD	N/A	0			1531.53
1	Booster pump#2 - WWD, S01 site.	8/1/2017 00:00:00	1	2106.57	4	101010	4	270	1	3240	3240	21221836	99	28448470	21214945	270	1	1	Booster pump #2, 3HP B54493 #B1-1/2TPLS & TEFC Motor - Winnwood, S01 site.	12	1	2017	21212680		1	PUMPING EQUIPMENT [270]	97520 - Winnwood	00111884	7/31/2017 00:00:00	021D17L,F1701171619	USD	N/A	0			2106.57
1	Booster pump & motor- CC, Rosemount	10/1/2015 00:00:00	1	1453.66	4	101010	4	270	1	3240	3240	21221760	99	25451445	21214945	270	1	1	Booster pump & motor (2hp, 3phase) - Cedar Crest, Rosemount	12	1	2015	21212678		1	PUMPING EQUIPMENT [270]	11887 - Cedar Crest	00103340	9/30/2015 00:00:00		USD	N/A	0			1453.66
1	Booster Pump & Motor, HDZR S01	12/1/2016 00:00:00	1	2302.6	4	101010	4	270	1	3240	3240	21221536	99	27230786	21214945	270	1	1	Booster Pump & Motor, Hintzeville Acres S01 Res Site, Berkeley B1WPS 5hp 230/1	12	1	2016	21212678		1	PUMPING EQUIPMENT [270]	10440 - Hintzville Acres	00109177	11/30/2016 00:00:00	M25656	USD	N/A	0			2302.6
1	Booster Pump & MTR - LT #1,7.5 3PH	9/1/2016 00:00:00	1	2520.47	4	101010	4	270	1	3240	3240	21221520	99	26910856	21214945	270	1	1	Booster Pump & MTR - LT #1, 7.5 3PH MDL 82TPMS, MTR 134JM	12	1	2016	21212678		1	PUMPING EQUIPMENT [270]	02236 - Little Tree	00107219	7/31/2016 00:00:00		USD	N/A	0			2520.47
1	Booster Pump 3 @ PE, Shorewood SO1	7/1/2015 00:00:00	1	1032.96	4	101010	4	270	1	3240	3240	21221720	99	25174732	21214945	270	1	1	Booster Pump 3 @ Point Evans, Shorewood SO1, 7.5 hp 3 PH Baldor	12	1	2015	21212678		1	PUMPING EQUIPMENT [270]	68065 - Point Evans	00102328	6/30/2015 00:00:00	S22353BD	USD	N/A	0			1032.96
1	Booster pump - MM S13, 5HP 230V	9/1/2016 00:00:00	1	1120.8	4	101010	4	270	1	3240	3240	21221642	99	26910873	21214945	270	1	1	Booster pump at Minterbrook S13, 5HP 230V Model JML1409T	12	1	2016	21212678		1	PUMPING EQUIPMENT [270]	54740 - Minterbrook	00107402	7/31/2016 00:00:00		USD	N/A	0			1120.8
1	Booster Pump reconfig - LF	3/1/2017 00:00:00	1	802.21	4	101010	4	270	1	3240	3240	21221816	99	27499254	21214945	270	1	1	Booster Pump reconfig, new alternator - Lacamas Farms	12	1	2017	21212680		1	PUMPING EQUIPMENT [270]	02117 - Lacamas Farmsteads	00107837	10/31/2016 00:00:00		USD	N/A	0			802.21
1	Booster Pump, 1hp - MM, Sehmel S10	1/1/2018 00:00:00	1	550.97	4	101010	4	270	1	3240	3240	21221642	99	29690528	21214945	270	1	1	Booster Pump, 1hp GF JP10S-SS - Minterbrook, Sehmel S10	12	1	2018	21212678		1	PUMPING EQUIPMENT [270]	54740 - Minterbrook	00114981	8/31/2017 00:00:00	97855088	USD	N/A	0			550.97
1	Booster Pump, ROS- Vusario Lwr Res	11/1/2016 00:00:00	1	13718.88	4	101010	4	270	1	3240	3240	21221872	99	27114416	21214945	270	1	1	Booster Pump, 5hp 25S50-26 Grundfos, 5hp 4" 3PH 230OR460V Motor, ROS- Vusario Lwr Res	12	1	2016	21212682		1	PUMPING EQUIPMENT [270]	74270 - Rosario Water	00103323	10/31/2016 00:00:00		USD	N/A	0			13718.88
1	Booster Pump, ROS- Vusario Lwr Res	11/1/2016 00:00:00	1	13718.88	4	101010	4	270	1	3240	3240	21221872	99	27114436	21214945	270	1	1	Booster Pump, 5hp 25S50-26 Grundfos, 5hp 4" 3PH 230OR460V Motor, ROS- Vusario Lwr Res	12	1	2016	21212682		1	PUMPING EQUIPMENT [270]	74270 - Rosario Water	00103323	10/31/2016 00:00:00		USD	N/A	0			13718.88
1	Booster Pump, ROS- Vusario Lwr Res	11/1/2016 00:00:00	1	13718.88	4	101010	4	270	1	3240	3240	21221872	99	27114433	21214945	270	1	1	Booster Pump, 5hp 25S50-26 Grundfos, 5hp 4" 3PH 230OR460V Motor, ROS- Vusario Lwr Res	12	1	2016	21212682		1	PUMPING EQUIPMENT [270]	74270 - Rosario Water	00103323	10/31/2016 00:00:00		USD	N/A	0			13718.88
1	Booster Pump, bladder tanks- MIRROR	11/1/2016 00:00:00	1	1767.53	4	101010	4	270	1	3240	3240	21221908	99	27114564	21214945	270	1	1	Booster Pump20gpm 1hp 115/230v, 2 bladder tanks, Mirrormont 154th Place Booster Stn	12	1	2016	21212686		1	PUMPING EQUIPMENT [270]	55250 - Mirrormont	00108117	9/30/2016 00:00:00		USD	N/A	0			1767.53
1	Booster Pumps - BEL2	10/1/2015 00:00:00	1	11469.63	4	101010	4	270	1	3240	3240	21221676	99	25451426	21214945	270	1	1	Booster Pumps - Belfair Acre Tracts #2	12	1	2015	21212678		1	PUMPING EQUIPMENT [270]	36802 - Belfair Acre Tracts #2	00103324	9/30/2015 00:00:00		USD	N/A	0			11469.63
1	Booster pumps - Orcas Highlands	9/1/2018 00:00:00	2	2720.78	4	101010	4	270	1	3240	3240	30548160	99	30658036	21214945	270	1	1	Booster pumps - Orcas Highlands	12	1	2018	21212682		1	PUMPING EQUIPMENT [270]	13301 - Orcas Highlands Association	13301	9/1/2018 00:00:00		USD	N/A	0			2720.78
1	Booster Pumps - SHORE, Trinity Rdg	11/1/2014 00:00:00	1	9833.43	4	101010	4	270	1	3240	3240	21221518	99	24279548	21214945	270	1	1	Booster Pumps - Shorecrest, Trinity Ridge	12	1	2014	21212678		1	PUMPING EQUIPMENT [270]	78618 - Shorecrest	00099465	10/31/2014 00:00:00		USD	N/A	0			9833.43
1	Booster Pumps (2) - FH	11/1/2014 00:00:00	1	6729.77	4	101010	4	270	1	3240	3240	21221828	99	24279508	21214945	270	1	1	Booster Pumps (2) - Foxhall	12	1	2014	21212680		1	PUMPING EQUIPMENT [270]	10991 - Foxhall	00099037	9/30/2014 00:00:00		USD	N/A	0			6729.77
1	Booster Pumps, GRNDFS CMBE3-51, ROS	11/1/2017 00:00:00	2	9526.42	4	101010	4	270	1	3240	3240	21221872	99	29102986	21214945	270	1	1	Booster Pumps, GRNDFS CMBE3-51 - Rosario, Vusario	12	1	2017	21212682		1	PUMPING EQUIPMENT [270]	74270 - Rosario Water	00090421	9/30/2017 00:00:00		USD	N/A	0			9526.42
1	Booster Stn Design - CG	9/1/2016 00:00:00	1	13122.26	4	101010	1	98	1	3030	3030	21221544	99	26910782	21214910	98	1	1	Booster Station Design - Cedar Grove	98	1	2016	21212678		1	INTANGIBLE	11914 - Cedar Grove	00090477	7/31/2016 00:00:00		USD	N/A	0			13122.26
1	BoosterStn Electrical -PH, Woodcrst	9/1/2018 00:00:00	1	3471.7	4	101010	4	256	1	3210	3210	21221624	99	30657776	21214940	256	1	1	Booster Stn Electrical -PH, Woodcrst (part of proj 103261)	21	1	2018	21212678		1	MISCELLANEOUS [256]	66637 - Peacock Hill	00103259	7/30/2018 00:00:00		USD	N/A	0	yes		3471.7
1	BoosterStn Electrical -PH, Woodcrst	9/1/2018 00:00:00	0	0	4	149310	4	256	1	3210	3210	21221624	99	30657788	29742517	256	1	1	Booster Stn Electrical -PH, Woodcrst (part of proj 103261)	21	1	2018	21212678		1	MISCELLANEOUS [256]	66637 - Peacock Hill	00103259	7/30/2018 00:00:00		USD	N/A	0	yes		40.69
1	Booster Stn Foundation & Enc - ROS	11/1/2017 00:00:00	2	17721.88	4	101010	4	256	1	3210	3210	21221872	99	29102966	21214940	256	1	1	Booster Stn Foundation & Enclosures - Rosario, Vusario	21	1	2017	21212682		1	MISCELLANEOUS [256]	74270 - Rosario Water	00090421	9/30/2017 00:00:00		USD	N/A	0			17721.88
1	BP #2 3HP 230V 1 Phase - AF S01	4/1/2019 00:00:00	0	0	4	149310	4	270	1	3240	3240	21221798	99	31360873	29742346	270	1	1	BP#2 Berkeley 11/2 TPLS Booster Pump 3HP 1 Phase Motor -, 16101 McNiece Dr SE, Andrews First S01	12	1	2019	21212680		1	PUMPING EQUIPMENT [270]	17241 - Andrews First	00119562	12/20/2018 00:00:00	F0311130493	USD	N/A	0	yes		24.73
1	BP #2 3HP 230V 1 Phase - AF S01	4/1/2019 00:00:00	1	2714.75	4	101010	4	270	1	3240	3240	21221798	99	31360856	21214945	270	1	1	BP#2 Berkeley 11/2 TPLS Booster Pump 3HP 1 Phase Motor -, 16101 McNiece Dr SE, Andrews First S01	12	1	2019	21212680		1	PUMPING EQUIPMENT [270]	17241 - Andrews First	00119562	12/20/2018 00:00:00	F0311130493	USD	N/A	0	yes		2714.75
1	Call PressureSwitches BPs1&2 - CYV	5/1/2018 00:00:00	0	0	4	149310	4	270	1	3240	3240	21221810	99	30292086	29742346	270	1	1	Call Pressure Switches for Booster Pumps1&2 - Cuyamaca Village	12	1	2018	21212680		1	PUMPING EQUIPMENT [270]	17100 - Cuyamaca Village	00117896	4/4/2018 00:00:00		USD	N/A	0	yes		60.89
1	Call PressureSwitches BPs1&2 - CYV	5/1/2018 00:00:00	1	1484.47	4	101010	4	270	1	3240	3240	21221810	99	30292069	21214945	270	1	1	Call Pressure Switches for Booster Pumps1&2 - Cuyamaca Village	12	1	2018	21212680		1	PUMPING EQUIPMENT [270]	17100 - Cuyamaca Village	00117896	4/4/2018 00:00:00		USD	N/A	0	yes		1484.47
1	Concrete slab -CG Boostr Stn2	4/1/2019 00:00:00	1	5622.96	4	101010	4	254	1	3210	3210	21221544	99	31360492	21214940	254	1	1	Concrete slab for Duplex Booster Skid (pumping equip unit) -Cedar Grove Booster Station #2	21	1	2019	21212678		1	CONCRETE PITS OR SUB. PUMP FOUNDATIONS [254]	11914 - Cedar Grove	00117733	2/1/2019 00:00:00		USD	N/A	0	yes		5622.96
1	Concrete slab -CG Boostr Stn2	4/1/2019 00:00:00	0	0	4	149310	4	254	1	3210	3210	21221544	99	31360521	29742517	254	1	1	Concrete slab for Duplex Booster Skid (pumping equip unit) -Cedar Grove Booster Station #2	21	1	2019	21212678		1	CONCRETE PITS OR SUB. PUMP FOUNDATIONS [254]	11914 - Cedar Grove	00117733	2/1/2019 00:00:00		USD	N/A	0	yes		121.25
1	Concrete Slab for Prop Tank - MM	4/1/2018 00:00:00	1	5910.05	4	101010	4	253	1	3210	3210	21221642	99	30148655	21214940	253	1	1	Concrete Slab for Propane Tank - Minterbrook, Emerald Shores	21	1	2018	21212678		1	CONCRETE BLOCK OR BRICK [253]	54740 - Minterbrook	00106267	12/31/2017 00:00:00		USD	N/A	0	yes		5910.05
1	Concrete Slab for Prop Tank - MM	4/1/2018 00:00:00	0	0	4	149310	4	253	1	3210	3210	21221642	99	30148670	29742517	253	1	1	Concrete Slab for Propane Tank - Minterbrook, Emerald Shores	21	1	2018	21212678		1	CONCRETE BLOCK OR BRICK [253]	54740 - Minterbrook	00106267	12/31/2017 00:00:00		USD	N/A	0	yes		9.15
1	Consolidate SUNNY into SC	10/1/2015 00:00:00	1	11344.62	4	101010	1	98	1	3030	3030	21221740	99	25451392	21214910	98	1	1	Consolidate Sunny Cove (85320F) into Sea Cliff	98	1	2015	21212678		1	INTANGIBLE	76880 - Sea Cliff Estates	00090502	9/30/2015 00:00:00		USD	N/A	0			11344.62
